key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
#,Route[0],Route[1],Route[2],Route[3],RequiredItem[0],RequiredItemQty[0],RequiredItem[1],RequiredItemQty[1],RequiredItem[2],RequiredItemQty[2],RequiredItem[3],RequiredItemQty[3],ItemNumber,Rule,Varient,Objective[0],Objective[1],BNpcEntry,UseSecondaryTool
int32,GatheringLeveRoute,GatheringLeveRoute,GatheringLeveRoute,GatheringLeveRoute,EventItem,byte,EventItem,byte,EventItem,byte,EventItem,byte,byte,GatheringLeveRule,byte,uint16,uint16,GatheringLeveBNpcEntry,bool
131072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131073,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,10,0,0,True
131074,1,0,0,0,2000265,1,2000267,2,0,0,0,0,0,2,0,11,0,0,False
131075,1,0,0,0,2000268,1,2000270,2,0,0,0,0,2,3,0,12,0,0,False
131076,1,2,0,0,0,0,0,0,0,0,0,0,2,4,0,13,0,1,False
131077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131080,10,11,12,13,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131081,14,15,16,17,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131082,18,0,0,0,2000271,35,0,0,0,0,0,0,0,2,0,11,0,0,False
131083,19,0,0,0,2000273,35,0,0,0,0,0,0,0,2,0,11,0,0,False
131084,20,21,22,23,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131085,24,25,26,27,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131086,28,0,0,0,2000281,35,0,0,0,0,0,0,0,2,0,11,0,0,False
131087,29,30,31,32,2000283,32,0,0,0,0,0,0,8,3,0,12,0,0,False
131088,33,34,35,36,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131089,37,38,39,40,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131090,41,0,0,0,2000289,35,0,0,0,0,0,0,0,2,0,11,0,0,False
131091,42,43,44,45,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
